# 	prediction  |		 gt all 		|		 gt small 		|		gt medium 		|	 gt large
# ID	SIZE	| ID	SIZE	IoU		| ID	SIZE	IoU		| ID	SIZE	IoU		| ID	SIZE	IoU
# ------------------------------------------------------------------------------------------------------------
7559		1177892		10822	1093917	0.8881		0	   0	0.0000		0	   0	0.0000		10822	1093917	0.8881
88		1171221		8240	1099262	0.8626		0	   0	0.0000		0	   0	0.0000		8240	1099262	0.8626
1592		1158032		10609	1074174	0.8712		0	   0	0.0000		9056	23832	0.0000		10609	1074174	0.8712
33631		1114570		10829	1054474	0.8974		0	   0	0.0000		0	   0	0.0000		10829	1054474	0.8974
12424		1106799		3348	1009453	0.8844		0	   0	0.0000		0	   0	0.0000		3348	1009453	0.8844
1639		1064086		9904	1173002	0.7780		0	   0	0.0000		0	   0	0.0000		9904	1173002	0.7780
276		1061173		9832	519305	0.4589		0	   0	0.0000		0	   0	0.0000		9832	519305	0.4589
3977		1042739		8117	967156	0.9047		0	   0	0.0000		0	   0	0.0000		8117	967156	0.9047
5908		980891		5888	899660	0.8672		0	   0	0.0000		0	   0	0.0000		5888	899660	0.8672
12602		958412		10823	919727	0.8989		0	   0	0.0000		0	   0	0.0000		10823	919727	0.8989
1466		906104		6763	850279	0.9052		0	   0	0.0000		0	   0	0.0000		6763	850279	0.9052
1540		882391		1940	823161	0.9069		0	   0	0.0000		0	   0	0.0000		1940	823161	0.9069
254		879368		3344	458620	0.4976		0	   0	0.0000		0	   0	0.0000		3344	458620	0.4976
505		878333		8109	835192	0.8902		0	   0	0.0000		0	   0	0.0000		8109	835192	0.8902
875		833474		8228	785501	0.9050		0	   0	0.0000		9855	28016	0.0001		8228	785501	0.9050
1202		786926		10816	739448	0.8860		0	   0	0.0000		0	   0	0.0000		10816	739448	0.8860
4706		750654		9077	713392	0.9057		0	   0	0.0000		0	   0	0.0000		9077	713392	0.9057
1229		735669		10817	678106	0.8836		0	   0	0.0000		0	   0	0.0000		10817	678106	0.8836
529		710572		2839	630115	0.8613		0	   0	0.0000		0	   0	0.0000		2839	630115	0.8613
6421		693457		3265	648603	0.8765		0	   0	0.0000		0	   0	0.0000		3265	648603	0.8765
4271		687763		3214	571156	0.7921		0	   0	0.0000		0	   0	0.0000		3214	571156	0.7921
1304		654924		10819	619780	0.9043		0	   0	0.0000		0	   0	0.0000		10819	619780	0.9043
1005		585228		10809	545177	0.8766		0	   0	0.0000		0	   0	0.0000		10809	545177	0.8766
2509		580510		3093	444639	0.7468		0	   0	0.0000		0	   0	0.0000		3093	444639	0.7468
817		577307		8318	539958	0.8778		0	   0	0.0000		0	   0	0.0000		8318	539958	0.8778
32609		577213		10828	520977	0.8777		0	   0	0.0000		0	   0	0.0000		10828	520977	0.8777
11745		570548		5919	519781	0.8637		0	   0	0.0000		0	   0	0.0000		5919	519781	0.8637
1518		568180		228	529932	0.9194		0	   0	0.0000		0	   0	0.0000		228	529932	0.9194
22311		563584		8281	336296	0.5647		0	   0	0.0000		0	   0	0.0000		8281	336296	0.5647
15871		542322		6210	514795	0.9134		0	   0	0.0000		10529	29980	0.0008		6210	514795	0.9134
10649		530190		2654	515050	0.8742		0	   0	0.0000		0	   0	0.0000		2654	515050	0.8742
74		509023		3042	482497	0.9190		0	   0	0.0000		0	   0	0.0000		3042	482497	0.9190
32567		489266		10806	723938	0.5747		0	   0	0.0000		0	   0	0.0000		10806	723938	0.5747
685		485570		2548	462224	0.8873		0	   0	0.0000		0	   0	0.0000		2548	462224	0.8873
395		483329		2964	445617	0.8967		0	   0	0.0000		0	   0	0.0000		2964	445617	0.8967
12659		478311		9771	466598	0.8857		0	   0	0.0000		0	   0	0.0000		9771	466598	0.8857
3231		468344		3239	447180	0.8966		0	   0	0.0000		0	   0	0.0000		3239	447180	0.8966
7390		464784		3284	436555	0.8793		0	   0	0.0000		0	   0	0.0000		3284	436555	0.8793
1533		460720		9504	457343	0.8897		0	   0	0.0000		0	   0	0.0000		9504	457343	0.8897
1272		457779		107	422703	0.8821		0	   0	0.0000		0	   0	0.0000		107	422703	0.8821
440		442969		8108	604098	0.6649		0	   0	0.0000		0	   0	0.0000		8108	604098	0.6649
1586		439454		5863	419518	0.9072		0	   0	0.0000		0	   0	0.0000		5863	419518	0.9072
1358		439139		1685	432627	0.8467		0	   0	0.0000		0	   0	0.0000		1685	432627	0.8467
988		427864		3485	385473	0.8601		0	   0	0.0000		0	   0	0.0000		3485	385473	0.8601
814		421375		3099	386422	0.8578		0	   0	0.0000		0	   0	0.0000		3099	386422	0.8578
1632		416965		7179	391126	0.8965		0	   0	0.0000		0	   0	0.0000		7179	391126	0.8965
15790		411232		9070	401208	0.9050		0	   0	0.0000		0	   0	0.0000		9070	401208	0.9050
27022		410547		3444	376421	0.8739		0	   0	0.0000		0	   0	0.0000		3444	376421	0.8739
12913		402347		3209	383465	0.8653		0	   0	0.0000		0	   0	0.0000		3209	383465	0.8653
1068		401544		10811	374504	0.8562		0	   0	0.0000		0	   0	0.0000		10811	374504	0.8562
448		394467		2732	360851	0.8827		0	   0	0.0000		0	   0	0.0000		2732	360851	0.8827
413		389949		9790	357854	0.8798		0	   0	0.0000		0	   0	0.0000		9790	357854	0.8798
1564		389765		5377	349567	0.8708		0	   0	0.0000		0	   0	0.0000		5377	349567	0.8708
33478		381369		6004	346401	0.8372		0	   0	0.0000		6056	28029	0.0676		6004	346401	0.8372
916		380363		8328	288777	0.6976		0	   0	0.0000		0	   0	0.0000		8328	288777	0.6976
112		379117		3176	352555	0.8680		0	   0	0.0000		0	   0	0.0000		3176	352555	0.8680
990		367007		2621	351862	0.8977		0	   0	0.0000		0	   0	0.0000		2621	351862	0.8977
919		366965		9795	345281	0.8867		0	   0	0.0000		0	   0	0.0000		9795	345281	0.8867
12645		366841		5925	334729	0.8774		0	   0	0.0000		0	   0	0.0000		5925	334729	0.8774
115		366765		2807	337958	0.8531		0	   0	0.0000		0	   0	0.0000		2807	337958	0.8531
11963		366263		9948	338922	0.8489		0	   0	0.0000		0	   0	0.0000		9948	338922	0.8489
1275		362392		6213	330312	0.8736		0	   0	0.0000		0	   0	0.0000		6213	330312	0.8736
1660		360819		6183	334257	0.8390		0	   0	0.0000		0	   0	0.0000		6183	334257	0.8390
259		360030		8222	329890	0.8573		0	   0	0.0000		0	   0	0.0000		8222	329890	0.8573
980		357710		10543	265702	0.6528		0	   0	0.0000		0	   0	0.0000		10543	265702	0.6528
22147		348225		3382	327059	0.8941		0	   0	0.0000		0	   0	0.0000		3382	327059	0.8941
429		341393		3609	314475	0.8741		0	   0	0.0000		0	   0	0.0000		3609	314475	0.8741
